"attribute","start_date_time","end_date_time","agency_id","route_id","route_type","trip_id","stop_id","effect","cause","language","header","details","url"
9866,1682114400,1713650400,"","","","274716568,274716569,274716590,274716591","","MODIFIED_SERVICE","OTHER_CAUSE",de,"","Rufsonderbus: verkehrt nur bei Anmeldung bis Samstag 11:00 Uhr unter Tel. 05907 246",""
9866,1682114400,1713650400,"","","","274716568,274716569,274716590,274716591","","MODIFIED_SERVICE","OTHER_CAUSE",en,"","special bus on call: runs only on open-shop Sundays in Meppen if notified up to Saturday 11.00 a.m. on tel +49 (0)5907 246",""
10116,1682114400,1713650400,"","","","275140303,275140304,275140305,275140360,275140361,275140362,275140377,275140378,275140379,275140380,275140381,275140382,275140383,275140384,275140385,275140386,275140387,275140388,275140393,275140401,275140402,275140403,275140404,275140405,275140406,275140407,275140408,275140409,275140410,275140411,275140412,275140418,275140419,275140441,275140447,275140550,275140572,275140573,275140574,275140575,275140576,275140577,275140578,275140579,275140580,275140581,275140582,275140583,275140584,275140585,275140586,275140587,275140588,275140589,275140590,275140591,275140592,275140593,275140596,275140597,275140598,275140599,275140600,275140601,275140602,275140603,275140604,275140605,275140606,275140607,275140608,275140609,275140610,275140611,275140612,275140613,275140614,275140615,275140616,275140617","","MODIFIED_SERVICE","OTHER_CAUSE",de,"","Bedienung erfolgt mit einem Kleinbus",""
10116,1682114400,1713650400,"","","","275140303,275140304,275140305,275140360,275140361,275140362,275140377,275140378,275140379,275140380,275140381,275140382,275140383,275140384,275140385,275140386,275140387,275140388,275140393,275140401,275140402,275140403,275140404,275140405,275140406,275140407,275140408,275140409,275140410,275140411,275140412,275140418,275140419,275140441,275140447,275140550,275140572,275140573,275140574,275140575,275140576,275140577,275140578,275140579,275140580,275140581,275140582,275140583,275140584,275140585,275140586,275140587,275140588,275140589,275140590,275140591,275140592,275140593,275140596,275140597,275140598,275140599,275140600,275140601,275140602,275140603,275140604,275140605,275140606,275140607,275140608,275140609,275140610,275140611,275140612,275140613,275140614,275140615,275140616,275140617","","MODIFIED_SERVICE","OTHER_CAUSE",en,"","served by minibus",""
10541,1682114400,1713650400,"","","","282827599,282827600,282827601,282827602,282827603,282827604,282827605,282827606,282827607,282827608,282827609,282827610,282828053,282828054,282828055,282828056,282828057,282828058,282828059,282828060,282828188,282828189,282828190,282828191,282828192,282828193,282828194,282828195,282828527,282828528,282828538,282828548,282828549,282828550,282828551,282828552,282828553,282828554,282828581,282828582,282828583,282828584,282828588,282828589,282828590,282828591,282828683,282828684,282828685,282828686,282828688,282828689,282828690,282828691,282828692,282828730,282828731,282828732,282828733,282828734,282828746,282828747,282828748,282828749,282829116,282829117,282829118,282829119,282829120,282829121,282829257,282829258,282829259,282829260,282829261,282829262,282829263,282830588,282830589,282830590,282830591,282830592,282830593,282830594,282830616,282830632,282830730,282830731,282830732,282830733,282830734,282830735,282830736,282830741,282830748,282830872,282830918,282830943,282831523,282831524,282831525,282831526,282831527,282831528,282831665,282831666,282831667,282831668,282831669,282831670,282831802,282831803,282831804,282831805,282831806,282831807,282831808,282831809,282831810,282831811,282831812,282831813,282831967,282831968,282831969,282831974,282831975,282831976,282831979,282831980,282831981,282832019,282832020,282832021,282832022,282832023,282832024,282832025,282832026,282832027,282832028,282832029,282832030,282832148,282832149,282832150,282832156,282832157,282832158,282832162,282832164,282832165,282832166,282833732,282833733,282833734,282833735,282833736,282833737,282833738,282833739,282833740,282833741,282833769,282833770,282833771,282833772,282833773,282833774,282833775,282833776,282833777,282833778,282833779,282833780,282833781,282833782,282833783,282833816,282833817,282833818,282833819,282833820,282833821,282833822,282833823,282833885,282833886,282833887,282833888,282833889,282833890,282833891,282833892,282833893,282833894,282833895,282833896,282833897,282833898,282833899,282833900,282833995,282833996,282833997,282833998,282833999,282834000,282834001,282834002,282834003,282834004,282834005,282834006,282834007,282834008,282834009,282834010,282834011,282834012,282834018,282834019,282834020,282834021,282834022,282834023,282834024,282834025,282834064,282834065,282834066,282834067,282834068,282834069,282834070,282834071,282834072,282834073,282834074,282834075,282834076,282834077,282834078,282834079,282834080,282834081,282834082,282834087,282834088,282834089,282834090,282834091,282834092,282834093,282834094,282834205,282834206,282834219,282834250,282834251,282834252,282834256,282834257,282834258,282834259,282834260,282834261,282834262,282834263,282834264,282834298,282834299,282834300,282834301,282834302,282834311,282834312,282834313,282834314,282834315,282834316,282834317,282834318,282834319,282834320,282834462,282834463,282834472,282834473,282834474,282834475,282834476,282834491,282834492,282834493,282834494,282834495,282834565,282834566,282834575,282834576,282834577,282834578,282834579,282834594,282834595,282834596,282834597,282834598,282836105,282836106,282836107,282836115,282836116,282836117,282836129,282836130,282836131,282836228,282836229,282836235,282836236,282836248,282836249,282836585,282836586,282836608,282836609,282836627,282836628,282836689,282836690,282836723,282836724,282836732,282836733,282837058,282837059,282837067,282837068,282837074,282837076,282837167,282837168,282837173,282837174,282837182,282837183,282837507,282837508,282837509,282837510,282837511,282837512,282837513,282837514,282837515,282837678,282837679,282837680,282837681,282837682,282837683,282837684,282837685","","MODIFIED_SERVICE","OTHER_CAUSE",de,"","Gruppenmitnahme nur bei Anmeldung bis 30 Minuten vor Abfahrt unter Tel. 0511 8484",""
10541,1682114400,1713650400,"","","","282827599,282827600,282827601,282827602,282827603,282827604,282827605,282827606,282827607,282827608,282827609,282827610,282828053,282828054,282828055,282828056,282828057,282828058,282828059,282828060,282828188,282828189,282828190,282828191,282828192,282828193,282828194,282828195,282828527,282828528,282828538,282828548,282828549,282828550,282828551,282828552,282828553,282828554,282828581,282828582,282828583,282828584,282828588,282828589,282828590,282828591,282828683,282828684,282828685,282828686,282828688,282828689,282828690,282828691,282828692,282828730,282828731,282828732,282828733,282828734,282828746,282828747,282828748,282828749,282829116,282829117,282829118,282829119,282829120,282829121,282829257,282829258,282829259,282829260,282829261,282829262,282829263,282830588,282830589,282830590,282830591,282830592,282830593,282830594,282830616,282830632,282830730,282830731,282830732,282830733,282830734,282830735,282830736,282830741,282830748,282830872,282830918,282830943,282831523,282831524,282831525,282831526,282831527,282831528,282831665,282831666,282831667,282831668,282831669,282831670,282831802,282831803,282831804,282831805,282831806,282831807,282831808,282831809,282831810,282831811,282831812,282831813,282831967,282831968,282831969,282831974,282831975,282831976,282831979,282831980,282831981,282832019,282832020,282832021,282832022,282832023,282832024,282832025,282832026,282832027,282832028,282832029,282832030,282832148,282832149,282832150,282832156,282832157,282832158,282832162,282832164,282832165,282832166,282833732,282833733,282833734,282833735,282833736,282833737,282833738,282833739,282833740,282833741,282833769,282833770,282833771,282833772,282833773,282833774,282833775,282833776,282833777,282833778,282833779,282833780,282833781,282833782,282833783,282833816,282833817,282833818,282833819,282833820,282833821,282833822,282833823,282833885,282833886,282833887,282833888,282833889,282833890,282833891,282833892,282833893,282833894,282833895,282833896,282833897,282833898,282833899,282833900,282833995,282833996,282833997,282833998,282833999,282834000,282834001,282834002,282834003,282834004,282834005,282834006,282834007,282834008,282834009,282834010,282834011,282834012,282834018,282834019,282834020,282834021,282834022,282834023,282834024,282834025,282834064,282834065,282834066,282834067,282834068,282834069,282834070,282834071,282834072,282834073,282834074,282834075,282834076,282834077,282834078,282834079,282834080,282834081,282834082,282834087,282834088,282834089,282834090,282834091,282834092,282834093,282834094,282834205,282834206,282834219,282834250,282834251,282834252,282834256,282834257,282834258,282834259,282834260,282834261,282834262,282834263,282834264,282834298,282834299,282834300,282834301,282834302,282834311,282834312,282834313,282834314,282834315,282834316,282834317,282834318,282834319,282834320,282834462,282834463,282834472,282834473,282834474,282834475,282834476,282834491,282834492,282834493,282834494,282834495,282834565,282834566,282834575,282834576,282834577,282834578,282834579,282834594,282834595,282834596,282834597,282834598,282836105,282836106,282836107,282836115,282836116,282836117,282836129,282836130,282836131,282836228,282836229,282836235,282836236,282836248,282836249,282836585,282836586,282836608,282836609,282836627,282836628,282836689,282836690,282836723,282836724,282836732,282836733,282837058,282837059,282837067,282837068,282837074,282837076,282837167,282837168,282837173,282837174,282837182,282837183,282837507,282837508,282837509,282837510,282837511,282837512,282837513,282837514,282837515,282837678,282837679,282837680,282837681,282837682,282837683,282837684,282837685","","MODIFIED_SERVICE","OTHER_CAUSE",en,"","groups should notify up to 30 minutes before departure on tel +49 (0)511 8484",""
10608,1682114400,1713650400,"","","","282511835,282511934,282511939,282511941,282511942,282511943,282511944,282511950,282511951,282511957,282511958,282511960,282511961","","MODIFIED_SERVICE","OTHER_CAUSE",de,"","Kleinbus: begrenztes Platzangebot, Gruppenmitnahme nur bei rechtzeitiger Anmeldung unter Tel. 05332 4488 (Fa. Symanzik)",""
10608,1682114400,1713650400,"","","","282511835,282511934,282511939,282511941,282511942,282511943,282511944,282511950,282511951,282511957,282511958,282511960,282511961","","MODIFIED_SERVICE","OTHER_CAUSE",en,"","minibus: limited number of seats, groups should notify in good time on tel +49 (0)5332 4488 (Messrs Symanzik)",""
10609,1682114400,1713650400,"","","","282511833,282511834,282511836,282511840,282511891,282511892,282511935,282511937,282511940,282511949,282511956,282514031,282514032,282514070,282514297,282514300,282514301,282514323,282514338,282514385,282514397,282514398,282514410,282514411","","MODIFIED_SERVICE","OTHER_CAUSE",de,"","Kleinbus: begrenztes Platzangebot, Gruppenmitnahme nur bei rechtzeitiger Anmeldung unter Tel. 05354 431 (Fa. Schliephake)",""
10609,1682114400,1713650400,"","","","282511833,282511834,282511836,282511840,282511891,282511892,282511935,282511937,282511940,282511949,282511956,282514031,282514032,282514070,282514297,282514300,282514301,282514323,282514338,282514385,282514397,282514398,282514410,282514411","","MODIFIED_SERVICE","OTHER_CAUSE",en,"","minibus: limited number of seats, groups should notify in good time on tel +49 (0)5354 431 (Messrs Schliephake)",""
